customer_id,age,tenure_months,orders,orders_last_90d,average_order_value,order_value_std,days_since_last_order,support_tickets,support_tickets_last_180d,returns,discount_order_share,newsletter_opens_last_90d,subscription_type,country,acquisition_channel,primary_device,snapshot_date,orders_in_outcome_window,churned,subscription_cancelled_at_export
CUST-009683,39.0,16.3,10,3,31.93,10.79,59.0,0.0,0,0,0.706,3,basic,United Kingdom,affiliate,mobile,2026-01-01,1,0,0
CUST-004797,61.0,18.6,97,12,87.48,24.34,6.0,5.0,0,6,0.401,6,premium,uk,social,tablet,2026-01-01,15,0,0
CUST-006797,45.0,3.6,0,0,,,-1.0,2.0,2,0,,0,free,Ireland,social,tablet,2026-01-01,1,0,0
CUST-005809,30.0,17.8,15,3,57.23,14.22,10.0,,0,2,0.0,2,free,United Kingdom,paid_search,mobile,2026-01-01,0,1,1
CUST-005298,18.0,24.2,4,0,46.76,17.91,458.0,1.0,0,0,0.511,2,free,Ireland,organic,mobile,2026-01-01,0,1,1
CUST-001456,31.0,3.3,11,4,78.19,21.15,5.0,2.0,2,0,0.456,2,premium,France,affiliate,desktop,2026-01-01,6,0,0
CUST-005411,58.0,1.7,3,2,81.83,29.29,19.0,2.0,2,0,0.274,5,basic,United Kingdom,social,mobile,2026-01-01,5,0,0
CUST-008334,18.0,1.6,1,1,56.94,0.0,24.0,0.0,0,0,0.324,2,premium,uk,social,mobile,2026-01-01,1,0,0
CUST-002801,47.0,28.7,14,0,55.99,27.83,557.0,18.0,5,0,0.175,1,free,United Kingdom,affiliate,mobile,2026-01-01,0,1,0
CUST-007617,39.0,22.5,16,1,39.68,8.75,22.0,1.0,1,6,0.403,6,free,United Kingdom,paid_search,mobile,2026-01-01,0,1,1
CUST-010996,23.0,11.7,36,11,38.63,10.5,7.0,0.0,0,3,0.216,8,free,United Kingdom,affiliate,mobile,2026-01-01,5,0,0
CUST-007816,39.0,31.8,33,1,40.49,12.78,65.0,0.0,0,1,0.438,9,free,Poland,paid_search,mobile,2026-01-01,2,0,0
CUST-004379,21.0,6.8,1,1,19.64,0.0,125.0,0.0,0,0,0.17,9,free,France,organic,mobile,2026-01-01,3,0,0
CUST-008922,39.0,15.7,24,3,27.45,5.26,17.0,3.0,2,1,0.334,5,basic,Netherlands,organic,mobile,2026-01-01,5,0,0
CUST-010698,,24.3,124,17,69.85,30.84,2.0,6.0,0,5,0.423,6,basic,GB,paid_search,mobile,2026-01-01,10,0,0
CUST-006717,25.0,20.7,41,6,87.4,13.1,8.0,0.0,0,3,0.13,0,basic,France,social,desktop,2026-01-01,5,0,0
CUST-003737,31.0,14.2,48,5,31.61,6.68,16.0,0.0,0,10,0.384,0,free,United Kingdom,paid_search,mobile,2026-01-01,11,0,0
CUST-002262,43.0,35.9,28,4,47.22,12.25,42.0,5.0,2,2,0.22,6,free,United Kingdom,affiliate,mobile,2026-01-01,0,1,1
CUST-007430,38.0,30.8,10,1,50.34,23.94,319.0,2.0,0,1,0.144,5,free,Poland,paid_search,mobile,2026-01-01,1,0,0
CUST-004006,25.0,34.3,44,4,95.32,27.65,35.0,0.0,0,2,0.446,3,basic,uk,social,mobile,2026-01-01,4,0,0
CUST-009303,18.0,20.2,21,2,120.27,38.24,24.0,5.0,3,0,0.069,10,basic,Netherlands,social,desktop,2026-01-01,4,0,0
CUST-002395,40.0,17.5,8,2,47.11,19.04,100.0,0.0,0,0,0.338,4,premium,United Kingdom,affiliate,mobile,2026-01-01,0,1,1
CUST-001186,28.0,11.7,20,5,37.85,14.41,20.0,1.0,1,2,0.065,8,basic,germany,social,desktop,2026-01-01,7,0,0
CUST-002008,,6.3,4,1,56.17,20.13,60.0,0.0,0,0,0.078,1,basic,Netherlands,social,mobile,2026-01-01,1,0,0
CUST-000194,42.0,13.6,9,2,46.21,18.34,29.0,0.0,0,0,0.207,1,free,Germany,affiliate,desktop,2026-01-01,0,1,1
CUST-008771,36.0,18.9,22,2,42.77,14.74,49.0,0.0,0,1,0.146,1,free,United Kingdom,organic,mobile,2026-01-01,0,1,1
CUST-005526,54.0,4.5,0,0,,,-1.0,1.0,1,0,,7,free,Netherlands,paid_search,desktop,2026-01-01,1,0,0
CUST-000772,38.0,35.5,28,3,26.2,10.39,37.0,0.0,0,0,0.358,7,free,France,affiliate,mobile,2026-01-01,4,0,0
CUST-001479,53.0,9.0,11,3,39.26,10.81,15.0,0.0,0,0,0.367,5,free,Germany,affiliate,desktop,2026-01-01,0,1,1
CUST-001847,54.0,15.0,32,5,32.34,15.11,3.0,4.0,1,3,0.327,15,basic,germany,paid_search,mobile,2026-01-01,3,0,0
CUST-003741,36.0,8.8,6,1,19.35,7.43,49.0,0.0,0,3,0.132,6,free,DE,organic,mobile,2026-01-01,4,0,0
CUST-007987,24.0,30.4,3,0,38.93,11.76,734.0,0.0,0,0,0.765,0,free,GB,social,mobile,2026-01-01,0,1,1
CUST-000406,23.0,18.5,31,3,65.78,21.71,39.0,1.0,0,1,0.465,4,basic,Spain,organic,tablet,2026-01-01,4,0,0
CUST-011731,31.0,21.3,23,0,46.02,21.75,99.0,2.0,0,8,0.184,8,basic,Germany,organic,mobile,2026-01-01,0,1,1
CUST-010513,18.0,35.8,59,5,32.58,14.14,30.0,3.0,0,2,0.0,2,free,United Kingdom,organic,mobile,2026-01-01,4,0,0
CUST-006318,,33.0,20,3,53.65,18.26,65.0,3.0,1,1,0.071,9,free,France,paid_search,desktop,2026-01-01,1,0,0
CUST-006582,44.0,13.3,12,0,70.53,17.79,305.0,6.0,5,1,0.386,4,FREE,United Kingdom,paid_search,desktop,2026-01-01,0,1,1
CUST-001448,28.0,34.6,30,2,56.68,16.61,33.0,1.0,1,1,0.105,0,free,DE,organic,mobile,2026-01-01,2,0,0
CUST-000343,18.0,22.7,7,4,40.72,7.35,75.0,0.0,0,0,0.115,2,free,Ireland,paid_search,mobile,2026-01-01,1,0,0
CUST-007469,50.0,32.6,44,4,41.57,10.51,21.0,2.0,0,3,0.427,9,free,United Kingdom,organic,tablet,2026-01-01,4,0,0
CUST-000728,43.0,4.0,1,1,71.21,0.0,31.0,0.0,0,0,0.314,1,free,United Kingdom,paid_search,mobile,2026-01-01,0,1,0
CUST-004578,28.0,8.0,15,2,54.39,25.61,7.0,1.0,1,2,0.502,1,basic,Germany,paid_search,mobile,2026-01-01,5,0,0
CUST-009169,41.0,24.6,0,0,,,-1.0,8.0,4,0,,1,basic,GB,organic,mobile,2026-01-01,0,1,1
CUST-009251,36.0,23.2,24,3,37.88,8.02,44.0,8.0,1,1,0.325,4,FREE,Spain,social,mobile,2026-01-01,1,0,0
CUST-003517,,6.9,8,3,25.59,9.99,39.0,2.0,2,1,0.178,4,basic,Ireland,social,mobile,2026-01-01,2,0,0
CUST-010929,25.0,11.3,10,2,49.31,22.55,6.0,0.0,0,0,0.235,4,free,United Kingdom ,affiliate,tablet,2026-01-01,1,0,0
CUST-009922,58.0,6.5,36,13,73.03,23.07,8.0,1.0,1,9,0.226,6,basic,Spain,referral,mobile,2026-01-01,11,0,0
CUST-007157,26.0,26.4,3,0,45.74,14.66,492.0,1.0,1,1,0.275,0,free,Germany,paid_search,mobile,2026-01-01,0,1,1
CUST-007852,46.0,20.6,0,0,,,-1.0,1.0,0,0,,5,free,Germany,paid_search,mobile,2026-01-01,0,1,1
CUST-001349,,26.7,27,5,71.06,25.65,2.0,0.0,0,0,0.215,7,basic,United Kingdom,affiliate,mobile,2026-01-01,2,0,0
CUST-000661,42.0,7.2,13,4,50.99,11.45,15.0,,0,2,0.194,3,basic,United Kingdom,social,mobile,2026-01-01,0,1,1
CUST-001493,53.0,2.0,0,0,,,-1.0,1.0,1,0,,3,free,Netherlands,referral,desktop,2026-01-01,0,1,1
CUST-010484,56.0,11.2,3,0,63.44,16.94,51.0,0.0,0,1,0.237,3,free,United Kingdom,affiliate,mobile,2026-01-01,0,1,0
CUST-005155,58.0,29.0,50,4,66.11,27.11,9.0,6.0,0,8,0.196,2,basic,United Kingdom,paid_search,mobile,2026-01-01,4,0,0
CUST-011785,26.0,12.2,5,1,40.9,14.44,78.0,1.0,0,1,0.383,6,basic,germany,social,mobile,2026-01-01,3,0,0
CUST-009278,28.0,7.1,2,1,37.42,10.02,147.0,1.0,1,0,0.2,4,FREE,Netherlands,paid_search,mobile,2026-01-01,4,0,0
CUST-002525,30.0,3.2,5,5,28.48,8.22,0.0,1.0,1,2,0.256,3,free,United Kingdom,organic,mobile,2026-01-01,5,0,0
CUST-009481,44.0,21.6,30,3,67.06,27.2,36.0,5.0,1,2,0.258,7,premium,United Kingdom ,referral,mobile,2026-01-01,5,0,0
CUST-010413,26.0,35.4,17,0,63.31,22.56,215.0,1.0,0,3,0.202,1,free,Spain,affiliate,mobile,2026-01-01,0,1,1
CUST-005375,51.0,26.9,5,1,95.62,30.93,156.0,2.0,1,0,0.479,4,free,United Kingdom,organic,mobile,2026-01-01,2,0,0
CUST-003199,25.0,35.2,38,3,62.4,21.73,2.0,3.0,0,0,0.191,14,basic,United Kingdom,social,desktop,2026-01-01,5,0,0
CUST-005718,26.0,27.1,95,6,72.37,32.84,1.0,6.0,0,3,0.234,0,premium,Spain,social,desktop,2026-01-01,12,0,0
CUST-010785,43.0,29.9,36,2,42.77,14.07,0.0,2.0,0,6,0.322,1,free,Germany,paid_search,mobile,2026-01-01,5,0,0
CUST-011181,,15.4,17,2,58.45,15.99,63.0,0.0,0,2,0.59,0,FREE,Spain,organic,desktop,2026-01-01,5,0,0
CUST-010110,58.0,29.5,11,0,55.24,19.15,482.0,3.0,0,5,0.142,6,FREE,Ireland,social,desktop,2026-01-01,0,1,1
CUST-008260,18.0,32.8,18,1,36.6,17.65,64.0,2.0,1,1,0.104,3,free,Netherlands,paid_search,desktop,2026-01-01,1,0,0
CUST-009891,34.0,20.4,1,0,49.12,0.0,597.0,3.0,1,1,0.561,6,free,Germany,social,desktop,2026-01-01,0,1,1
CUST-000041,39.0,6.7,3,1,69.12,19.24,35.0,1.0,1,0,0.19,3,free,Germany,social,mobile,2026-01-01,3,0,0
CUST-010865,29.0,29.3,23,0,64.71,31.35,366.0,2.0,0,4,0.189,3,premium,Ireland,affiliate,mobile,2026-01-01,0,1,1
CUST-006817,33.0,31.6,16,0,30.7,11.92,381.0,10.0,2,3,0.326,9,free,Poland,referral,mobile,2026-01-01,0,1,1
CUST-009461,29.0,6.6,38,17,77.59,10.96,11.0,1.0,1,4,0.342,7,basic,Spain,organic,mobile,2026-01-01,13,0,0
CUST-011123,45.0,10.1,33,5,66.87,26.43,12.0,1.0,0,3,0.324,3,premium,France,organic,desktop,2026-01-01,9,0,0
CUST-002724,46.0,14.2,1,0,31.78,0.0,267.0,4.0,2,0,0.351,4,FREE,Spain,social,mobile,2026-01-01,0,1,1
CUST-011291,45.0,29.7,25,0,90.36,40.51,232.0,4.0,2,3,0.275,1,free,France,social,mobile,2026-01-01,0,1,1
CUST-010544,27.0,31.6,102,6,75.73,32.23,7.0,5.0,1,7,0.323,9,PREMIUM,Ireland,organic,mobile,2026-01-01,7,0,0
CUST-009336,,12.9,16,5,65.75,26.18,25.0,1.0,0,3,0.278,3,free,United Kingdom ,organic,mobile,2026-01-01,3,0,0
CUST-011972,22.0,13.8,6,3,62.01,22.14,79.0,1.0,1,0,0.256,0,basic,France,referral,mobile,2026-01-01,3,0,0
CUST-007156,37.0,10.0,3,0,50.45,15.43,89.0,0.0,0,0,0.157,5,free,Netherlands,social,desktop,2026-01-01,0,1,1
CUST-009457,37.0,3.1,4,4,39.48,11.7,54.0,0.0,0,0,0.227,2,free,Netherlands,paid_search,mobile,2026-01-01,3,0,0
CUST-011336,48.0,32.2,54,0,53.15,20.15,341.0,2.0,0,0,0.324,0,basic,Netherlands,paid_search,mobile,2026-01-01,0,1,1
CUST-007231,36.0,21.1,68,9,163.09,33.9,1.0,2.0,0,5,0.099,2,premium,Germany,affiliate,desktop,2026-01-01,13,0,0
CUST-005076,48.0,14.2,62,15,39.82,15.24,3.0,1.0,1,11,0.308,1,premium,United Kingdom,social,mobile,2026-01-01,15,0,0
CUST-007881,44.0,13.6,18,3,57.36,19.95,12.0,4.0,2,1,0.265,3,basic,Spain,paid_search,mobile,2026-01-01,4,0,0
CUST-005395,40.0,20.0,14,2,55.27,24.73,52.0,3.0,1,1,0.287,0,free,Ireland,referral,desktop,2026-01-01,6,0,0
CUST-010515,39.0,13.3,9,3,56.84,9.79,108.0,5.0,2,1,0.001,1,free,United Kingdom,social,desktop,2026-01-01,6,0,0
CUST-007790,55.0,33.3,75,7,41.06,19.53,21.0,3.0,0,17,0.173,0,basic,France,organic,desktop,2026-01-01,9,0,0
CUST-011481,37.0,9.3,3,0,36.97,5.19,4.0,0.0,0,0,0.501,4,free,Germany,organic,mobile,2026-01-01,4,0,0
CUST-004089,29.0,35.4,8,0,62.91,16.84,386.0,0.0,0,0,0.117,3,free,United Kingdom,paid_search,desktop,2026-01-01,0,1,1
CUST-001968,41.0,17.4,0,0,,,-1.0,6.0,2,0,,5,free,Netherlands,social,mobile,2026-01-01,0,1,1
CUST-011044,51.0,9.7,4,3,66.06,22.83,38.0,3.0,3,0,0.282,4,FREE,United Kingdom,social,desktop,2026-01-01,0,1,1
CUST-010824,39.0,28.1,39,7,82.75,22.03,52.0,1.0,0,3,0.556,6,premium,Ireland,organic,desktop,2026-01-01,8,0,0
CUST-011799,47.0,34.6,10,0,84.64,25.35,667.0,,0,1,0.203,1,free,GB,organic,desktop,2026-01-01,0,1,1
CUST-007000,,30.8,25,0,85.3,17.93,191.0,29.0,9,0,0.369,1,basic,France,organic,mobile,2026-01-01,0,1,1
CUST-000424,35.0,21.3,18,0,37.88,4.89,30.0,6.0,2,2,0.176,7,free,Netherlands,organic,mobile,2026-01-01,2,0,0
CUST-011392,,11.2,51,10,80.06,15.35,6.0,1.0,0,16,0.729,6,premium,DE,paid_search,mobile,2026-01-01,17,0,0
CUST-011689,43.0,6.2,4,1,149.7,62.8,51.0,1.0,1,1,0.158,0,free,Netherlands,organic,desktop,2026-01-01,1,0,0
CUST-010546,46.0,29.8,81,8,64.01,24.72,34.0,1.0,0,6,0.0,1,basic,Germany,paid_search,desktop,2026-01-01,7,0,0
CUST-006143,,19.5,106,19,45.73,5.27,4.0,0.0,0,24,0.301,1,basic,Ireland,paid_search,mobile,2026-01-01,11,0,0
CUST-005662,,8.7,7,2,57.14,14.41,41.0,2.0,1,0,0.161,3,basic,DE,affiliate,mobile,2026-01-01,3,0,0
CUST-009032,49.0,11.5,0,0,,,-1.0,0.0,0,0,,3,free,Germany,organic,desktop,2026-01-01,0,1,1
CUST-004597,42.0,32.4,18,0,24.23,12.43,547.0,2.0,1,8,0.477,1,FREE,GB,social,mobile,2026-01-01,0,1,1
CUST-002660,40.0,6.6,6,5,39.97,9.17,90.0,0.0,0,0,0.322,6,basic,Germany,social,tablet,2026-01-01,2,0,0
CUST-000142,20.0,8.5,15,3,45.74,17.77,1.0,0.0,0,4,0.105,6,FREE,United Kingdom,referral,desktop,2026-01-01,3,0,0
CUST-002598,23.0,26.3,18,0,26.59,7.14,222.0,2.0,0,0,0.294,8,free,France,paid_search,mobile,2026-01-01,2,0,0
CUST-006702,55.0,2.1,0,0,,,-1.0,1.0,1,0,,4,free,Spain,paid_search,mobile,2026-01-01,2,0,0
CUST-001378,,27.3,15,0,89.45,32.21,441.0,0.0,0,5,0.291,3,PREMIUM,Poland,social,mobile,2026-01-01,0,1,0
CUST-003675,43.0,23.6,12,2,60.33,23.23,12.0,0.0,0,0,0.168,6,FREE,DE,organic,mobile,2026-01-01,2,0,0
CUST-002146,29.0,16.5,33,9,44.72,19.18,9.0,4.0,2,8,0.488,6,basic,France,organic,mobile,2026-01-01,4,0,0
CUST-006363,41.0,27.6,34,0,69.85,15.02,61.0,1.0,0,8,0.373,5,basic,United Kingdom ,referral,tablet,2026-01-01,4,0,0
CUST-011512,41.0,22.3,7,3,51.61,16.91,26.0,9.0,1,0,0.664,3,free,United Kingdom ,paid_search,desktop,2026-01-01,1,0,0
CUST-004742,43.0,17.1,10,4,48.08,13.06,34.0,0.0,0,1,0.245,9,FREE,Netherlands,paid_search,desktop,2026-01-01,0,1,1
CUST-001139,40.0,27.0,12,3,74.96,25.47,150.0,9.0,1,1,0.094,2,free,Spain,organic,desktop,2026-01-01,0,1,1
CUST-007375,49.0,13.9,6,2,29.49,4.23,61.0,0.0,0,2,0.125,3,free,Poland,referral,mobile,2026-01-01,3,0,0
CUST-001788,22.0,4.4,26,12,49.49,31.22,1.0,0.0,0,1,0.496,3,premium,Netherlands,organic,mobile,2026-01-01,12,0,0
CUST-009878,35.0,23.1,56,4,52.34,13.54,3.0,8.0,3,1,0.2,1,premium,Poland,paid_search,mobile,2026-01-01,3,0,0
CUST-004647,62.0,27.1,61,9,59.74,20.53,28.0,5.0,1,15,0.416,3,basic,DE,paid_search,mobile,2026-01-01,9,0,0
CUST-007569,28.0,13.4,4,1,46.27,20.32,24.0,0.0,0,0,0.039,1,FREE,Germany,organic,desktop,2026-01-01,2,0,0
CUST-000460,54.0,4.7,8,4,64.32,22.0,15.0,0.0,0,0,0.36,5,free,Spain,organic,desktop,2026-01-01,4,0,0
CUST-006116,40.0,6.3,6,4,68.24,21.38,48.0,0.0,0,0,0.518,1,basic,GB,affiliate,mobile,2026-01-01,3,0,0
CUST-008180,49.0,7.2,5,5,95.08,24.97,64.0,1.0,1,1,0.643,14,basic,United Kingdom,organic,mobile,2026-01-01,4,0,0
CUST-000949,18.0,34.1,3,0,28.61,12.08,885.0,4.0,1,1,0.293,3,free,Spain,affiliate,mobile,2026-01-01,0,1,0
CUST-006371,52.0,35.6,14,0,20.73,8.29,421.0,0.0,0,1,0.11,4,FREE,Ireland,paid_search,mobile,2026-01-01,0,1,0
CUST-004629,49.0,27.6,38,4,42.96,11.67,39.0,1.0,0,1,0.288,0,free,Ireland,organic,mobile,2026-01-01,4,0,0
CUST-007359,31.0,31.7,69,5,39.17,14.23,0.0,3.0,2,3,0.41,3,basic,Germany,organic,mobile,2026-01-01,13,0,0
CUST-005926,39.0,4.5,2,1,35.84,11.78,6.0,0.0,0,0,0.231,2,basic,Germany,paid_search,mobile,2026-01-01,2,0,0
CUST-006041,56.0,14.9,10,1,22.28,8.71,173.0,0.0,0,0,0.564,2,free,uk,social,desktop,2026-01-01,4,0,0
CUST-000442,39.0,11.5,10,3,46.77,14.49,5.0,0.0,0,0,0.147,1,FREE,Ireland,paid_search,mobile,2026-01-01,4,0,0
CUST-006660,3.0,8.8,4,2,45.58,10.52,44.0,0.0,0,1,0.327,5,free,UK,paid_search,desktop,2026-01-01,0,1,1
CUST-008832,37.0,28.1,57,8,60.4,16.87,35.0,0.0,0,17,0.518,0,basic,France,paid_search,mobile,2026-01-01,6,0,0
CUST-009047,36.0,33.4,8,0,77.36,21.07,28.0,1.0,0,1,0.239,1,free,United Kingdom,affiliate,desktop,2026-01-01,2,0,0
CUST-003831,52.0,32.4,36,1,32.34,13.81,12.0,2.0,0,1,0.363,6,free,Netherlands,referral,desktop,2026-01-01,4,0,0
CUST-011551,53.0,13.7,43,8,66.26,28.08,9.0,4.0,2,2,0.404,3,premium,Germany,paid_search,tablet,2026-01-01,8,0,0
CUST-006145,20.0,3.4,3,2,80.56,36.67,2.0,0.0,0,0,0.174,5,free,Germany,organic,mobile,2026-01-01,3,0,0
CUST-011119,40.0,11.2,79,20,60.17,17.31,3.0,0.0,0,1,0.405,1,premium,Poland,paid_search,mobile,2026-01-01,15,0,0
CUST-006345,30.0,7.1,0,0,,,-1.0,1.0,1,0,,7,free,Netherlands,paid_search,desktop,2026-01-01,0,1,1
CUST-001959,21.0,24.1,25,9,47.42,10.67,21.0,0.0,0,1,0.192,11,free,United Kingdom,organic,mobile,2026-01-01,1,0,0
CUST-009263,58.0,6.3,6,6,77.4,15.24,29.0,0.0,0,0,0.032,6,free,Germany,referral,tablet,2026-01-01,2,0,0
CUST-000156,,24.1,0,0,,,-1.0,4.0,3,0,,1,free,United Kingdom,social,desktop,2026-01-01,0,1,1
CUST-009804,59.0,11.1,10,1,59.57,15.53,55.0,0.0,0,0,0.513,6,free,Poland,organic,desktop,2026-01-01,2,0,0
CUST-004579,18.0,10.6,14,5,74.56,37.58,27.0,4.0,2,0,0.133,0,free,United Kingdom,organic,desktop,2026-01-01,4,0,0
CUST-001090,18.0,5.9,9,5,53.68,18.08,69.0,0.0,0,0,0.464,9,free,United Kingdom,paid_search,tablet,2026-01-01,3,0,0
CUST-006050,42.0,12.0,6,1,48.17,12.05,70.0,1.0,1,1,0.394,3,free,Spain,social,mobile,2026-01-01,4,0,0
CUST-005467,18.0,2.2,3,0,42.78,20.94,40.0,0.0,0,0,0.299,5,free,Germany,social,tablet,2026-01-01,3,0,0
CUST-009123,58.0,35.9,18,0,29.6,7.95,100.0,8.0,1,0,0.146,1,basic,United Kingdom,organic,mobile,2026-01-01,2,0,0
CUST-007951,38.0,22.9,12,1,41.33,10.94,11.0,0.0,0,4,0.225,0,free,Ireland,affiliate,mobile,2026-01-01,3,0,0
CUST-001675,18.0,26.1,36,5,60.17,15.55,8.0,8.0,2,4,0.314,10,basic,Germany,paid_search,mobile,2026-01-01,5,0,0
CUST-006764,75.0,31.3,31,2,30.54,10.92,4.0,8.0,0,5,0.067,8,BASIC,Spain,social,mobile,2026-01-01,4,0,0
CUST-010300,50.0,10.6,0,0,,,-1.0,0.0,0,0,,0,free,Germany,organic,mobile,2026-01-01,0,1,1
CUST-006417,43.0,8.4,32,12,66.1,12.8,4.0,1.0,1,3,0.404,4,premium,Ireland,social,mobile,2026-01-01,9,0,0
CUST-011762,43.0,11.9,8,0,54.9,24.75,108.0,9.0,3,0,0.343,3,free,Germany,organic,desktop,2026-01-01,0,1,0
CUST-002327,48.0,12.9,6,3,54.51,6.09,38.0,0.0,0,0,0.185,4,free,Spain,organic,mobile,2026-01-01,1,0,0
CUST-007097,37.0,6.6,8,8,55.31,15.75,5.0,0.0,0,0,0.284,10,BASIC,United Kingdom,organic,mobile,2026-01-01,4,0,0
CUST-010559,30.0,20.8,66,8,94.76,36.72,25.0,8.0,4,3,0.144,3,premium,United Kingdom,paid_search,desktop,2026-01-01,7,0,0
CUST-009684,47.0,15.8,52,11,42.33,14.03,1.0,0.0,0,13,0.284,1,free,Netherlands,social,mobile,2026-01-01,8,0,0
CUST-006451,52.0,28.5,67,6,117.73,27.22,18.0,2.0,0,7,0.23,6,premium,UK,paid_search,desktop,2026-01-01,3,0,0
CUST-001716,45.0,31.7,5,0,90.35,32.38,8.0,3.0,0,0,0.194,5,free,uk,organic,desktop,2026-01-01,0,1,1
CUST-009173,32.0,3.5,9,9,96.8,32.42,5.0,0.0,0,2,0.343,0,premium,Germany,organic,mobile,2026-01-01,9,0,0
CUST-008382,22.0,3.8,6,5,38.2,12.23,15.0,1.0,1,0,0.188,5,free,Germany,social,mobile,2026-01-01,6,0,0
CUST-009434,46.0,13.0,14,2,72.06,36.02,68.0,1.0,0,1,0.333,3,premium,Netherlands,paid_search,mobile,2026-01-01,4,0,0
CUST-003832,48.0,8.0,5,4,144.03,21.3,13.0,0.0,0,0,0.418,1,premium,United Kingdom,paid_search,desktop,2026-01-01,1,0,0
CUST-006300,61.0,7.4,7,2,21.37,6.25,9.0,0.0,0,0,0.0,2,basic,United Kingdom,social,tablet,2026-01-01,3,0,0
CUST-003349,29.0,5.2,2,2,44.98,15.79,9.0,1.0,1,0,0.075,5,free,Spain,paid_search,mobile,2026-01-01,1,0,0
CUST-011704,,31.2,100,12,68.92,21.13,20.0,4.0,1,10,0.005,8,basic,United Kingdom,organic,mobile,2026-01-01,11,0,0
CUST-009178,55.0,23.5,22,2,48.37,15.61,119.0,5.0,2,2,0.128,1,free,United Kingdom,social,mobile,2026-01-01,3,0,0
CUST-000588,37.0,4.4,2,2,99.95,31.57,65.0,1.0,1,0,0.698,10,free,Poland,paid_search,desktop,2026-01-01,2,0,0
CUST-009347,36.0,30.9,63,4,83.45,29.19,8.0,2.0,0,3,0.128,4,premium,Germany,social,desktop,2026-01-01,6,0,0
CUST-011708,50.0,9.8,10,5,40.67,16.8,42.0,1.0,0,0,0.68,5,free,GB,referral,mobile,2026-01-01,1,0,0
CUST-002991,46.0,16.9,5,0,52.44,25.34,289.0,2.0,2,0,0.63,4,free,Ireland,organic,desktop,2026-01-01,0,1,0
CUST-011408,30.0,27.5,20,3,34.76,13.32,15.0,2.0,0,0,0.192,1,free,United Kingdom,organic,mobile,2026-01-01,5,0,0
CUST-009725,18.0,10.9,0,0,,,-1.0,4.0,2,0,,2,basic,Poland,social,tablet,2026-01-01,0,1,1
CUST-010904,18.0,21.1,1,0,96.03,0.0,598.0,3.0,1,0,0.204,9,FREE,Ireland,paid_search,mobile,2026-01-01,0,1,0
CUST-000265,214.0,35.6,63,3,40.44,18.11,5.0,1.0,0,1,0.236,4,free,Germany,paid_search,mobile,2026-01-01,3,0,0
CUST-011720,18.0,9.8,27,8,80.01,19.76,1.0,2.0,1,0,0.174,6,BASIC,germany,paid_search,mobile,2026-01-01,5,0,0
CUST-006789,34.0,9.6,5,0,89.18,20.4,2.0,0.0,0,0,0.231,2,FREE,Netherlands,affiliate,desktop,2026-01-01,1,0,0
CUST-010467,40.0,12.4,1,0,75.28,0.0,300.0,2.0,0,0,0.225,9,free,Spain,organic,tablet,2026-01-01,1,0,0
CUST-003865,19.0,23.1,29,5,36.61,13.39,4.0,1.0,0,1,0.616,5,basic,United Kingdom,social,desktop,2026-01-01,3,0,0
CUST-006275,57.0,20.7,3,0,63.48,20.57,273.0,2.0,1,1,0.323,1,free,Spain,social,mobile,2026-01-01,0,1,1
CUST-010185,30.0,30.2,30,2,37.49,2.05,39.0,3.0,0,1,0.124,5,free,United Kingdom,organic,desktop,2026-01-01,2,0,0
CUST-003712,67.0,35.9,88,15,54.91,16.76,6.0,2.0,1,15,0.154,9,basic,Germany,affiliate,desktop,2026-01-01,6,0,0
CUST-008439,20.0,9.9,54,17,66.24,16.21,4.0,0.0,0,6,0.53,3,premium,DE,paid_search,desktop,2026-01-01,21,0,0
CUST-001530,28.0,33.1,12,0,47.35,11.91,56.0,5.0,0,1,0.097,2,basic,United Kingdom,referral,mobile,2026-01-01,2,0,0
CUST-010090,40.0,9.6,3,2,48.86,19.22,11.0,2.0,1,0,0.604,0,free,United Kingdom,paid_search,mobile,2026-01-01,2,0,0
CUST-000924,36.0,6.0,1,0,56.31,0.0,128.0,0.0,0,0,0.115,3,free,Germany,social,mobile,2026-01-01,0,1,1
CUST-010150,20.0,35.4,26,0,26.94,6.19,232.0,4.0,0,4,0.412,4,free,UK,organic,desktop,2026-01-01,0,1,0
CUST-007330,36.0,9.4,8,1,27.71,9.41,52.0,1.0,0,0,0.502,3,basic,DE,organic,mobile,2026-01-01,0,1,1
CUST-004365,48.0,21.2,9,0,49.36,13.36,85.0,2.0,2,1,0.538,5,basic,United Kingdom,paid_search,mobile,2026-01-01,2,0,0
CUST-000670,37.0,5.6,2,2,60.47,15.56,26.0,0.0,0,0,0.179,2,basic,Netherlands,social,tablet,2026-01-01,4,0,0
CUST-003605,37.0,33.3,21,0,18.56,7.34,353.0,7.0,1,4,0.223,10,free,UK,affiliate,mobile,2026-01-01,0,1,1
CUST-005109,47.0,12.4,9,2,29.18,7.1,36.0,0.0,0,0,0.101,4,free,Germany,affiliate,mobile,2026-01-01,3,0,0
CUST-011065,55.0,29.5,28,5,31.75,15.02,79.0,1.0,0,4,0.385,5,free,Ireland,social,mobile,2026-01-01,6,0,0
CUST-005249,24.0,32.5,72,11,27.34,9.98,24.0,16.0,6,0,0.589,5,free,United Kingdom,organic,desktop,2026-01-01,8,0,0
